result,TeamID,TeamID:1,Goals,losses,Points,Goals:1,losses:1,Points:1
0,8654,8191,30,23,31,14,29,16
0,8455,9826,41,14,46,20,30,16
2,10252,8668,11,22,21,29,31,21
2,8586,8456,24,24,31,41,17,43
2,8197,10261,17,31,13,22,28,26
0,8650,10172,26,25,28,21,34,18
2,8472,8466,16,27,20,32,15,33
2,10003,10194,24,23,28,21,23,25
1,10260,8659,33,19,36,18,28,17
0,8668,8191,29,31,21,14,29,16
1,8667,8650,18,26,16,26,25,28
1,8455,10260,41,14,46,33,19,36
2,10252,10172,11,22,21,21,34,18
2,10194,8466,21,23,25,32,15,33
0,9825,8472,34,23,33,16,27,20
2,8197,10003,17,31,13,24,23,28
0,10261,8586,22,28,26,24,24,31
1,9826,8659,20,30,16,18,28,17
2,8456,8654,41,17,43,30,23,31
2,8191,9825,14,29,16,34,23,33
0,8586,10252,24,24,31,11,22,21
2,10172,8455,21,34,18,41,14,46
0,8472,9826,16,27,20,20,30,16
1,10003,8668,24,23,28,29,31,21
0,8466,8667,32,15,33,18,26,16
0,8659,8197,18,28,17,17,31,13
2,10260,8456,33,19,36,41,17,43
2,8650,10261,26,25,28,22,28,26
1,8654,10194,30,23,31,21,23,25
2,8667,8191,18,26,16,14,29,16
0,8455,8650,41,14,46,26,25,28
2,9826,10260,20,30,16,33,19,36
1,8456,10172,41,17,43,21,34,18
2,8197,8466,17,31,13,32,15,33
1,8668,8472,29,31,21,16,27,20
2,9825,10003,34,23,33,24,23,28
0,10194,8586,21,23,25,24,24,31
0,10261,8659,22,28,26,18,28,17
1,10252,8654,11,22,21,30,23,31
0,10260,9825,33,19,36,34,23,33
1,8466,10252,32,15,33,11,22,21
2,8659,8455,18,28,17,41,14,46
2,8650,9826,26,25,28,20,30,16
2,8654,8668,30,23,31,29,31,21
0,8586,8667,24,24,31,18,26,16
1,8472,8197,16,27,20,17,31,13
2,10003,8456,24,23,28,41,17,43
2,10172,10261,21,34,18,22,28,26
0,8191,10194,14,29,16,21,23,25
1,10252,8191,11,22,21,14,29,16
2,10194,8650,21,23,25,26,25,28
2,8667,10260,18,26,16,33,19,36
2,8197,10172,17,31,13,21,34,18
0,8456,8466,41,17,43,32,15,33
1,8455,8472,41,14,46,16,27,20
1,9826,10003,20,30,16,24,23,28
2,8668,8586,29,31,21,24,24,31
0,9825,8659,34,23,33,18,28,17
2,10261,8654,22,28,26,30,23,31
2,8466,9825,32,15,33,34,23,33
1,10261,8191,22,28,26,14,29,16
0,8650,8197,26,25,28,17,31,13
2,10194,10260,21,23,25,33,19,36
2,10172,10003,21,34,18,24,23,28
0,10252,9826,11,22,21,20,30,16
0,8654,8659,30,23,31,18,28,17
2,8586,8455,24,24,31,41,14,46
1,8667,8668,18,26,16,29,31,21
0,8456,8472,41,17,43,16,27,20
2,8197,10252,17,31,13,11,22,21
1,8659,8667,18,28,17,18,26,16
1,8472,8650,16,27,20,26,25,28
2,8668,8456,29,31,21,41,17,43
2,8455,10261,41,14,46,22,28,26
2,8191,10172,14,29,16,21,34,18
0,10260,8466,33,19,36,32,15,33
2,9825,10194,34,23,33,21,23,25
1,9826,8586,20,30,16,24,24,31
2,10003,8654,24,23,28,30,23,31
2,10261,9825,22,28,26,34,23,33
2,8466,8191,32,15,33,14,29,16
2,8667,8455,18,26,16,41,14,46
1,10194,9826,21,23,25,20,30,16
2,10172,8668,21,34,18,29,31,21
0,8456,8197,41,17,43,17,31,13
2,8650,10260,26,25,28,33,19,36
1,8654,8472,30,23,31,16,27,20
0,8586,10003,24,24,31,24,23,28
2,10252,8659,11,22,21,18,28,17
1,10260,10252,33,19,36,11,22,21
0,10003,8667,24,23,28,18,26,16
1,9825,8650,34,23,33,26,25,28
2,9826,8456,20,30,16,41,17,43
0,8472,10261,16,27,20,22,28,26
2,8659,10172,18,28,17,21,34,18
2,8668,8466,29,31,21,32,15,33
0,8455,10194,41,14,46,21,23,25
2,8191,8586,14,29,16,24,24,31
2,8197,8654,17,31,13,30,23,31
2,10172,9825,21,34,18,34,23,33
0,8650,8191,26,25,28,14,29,16
2,8654,8455,30,23,31,41,14,46
0,8466,9826,32,15,33,20,30,16
0,10194,8668,21,23,25,29,31,21
0,8586,8197,24,24,31,17,31,13
2,10261,10260,22,28,26,33,19,36
0,8667,8472,18,26,16,16,27,20
2,10252,10003,11,22,21,24,23,28
0,8456,8659,41,17,43,18,28,17
1,8472,10252,16,27,20,11,22,21
0,8197,8667,17,31,13,18,26,16
2,10003,8650,24,23,28,26,25,28
1,8191,8456,14,29,16,41,17,43
2,8668,10261,29,31,21,22,28,26
1,9826,10172,20,30,16,21,34,18
1,8455,8466,41,14,46,32,15,33
2,8659,10194,18,28,17,21,23,25
1,10260,8586,33,19,36,24,24,31
0,9825,8654,34,23,33,30,23,31
1,9826,10252,20,30,16,11,22,21
2,8668,8667,29,31,21,18,26,16
1,8197,8650,17,31,13,26,25,28
2,8472,8456,16,27,20,41,17,43
1,8191,10261,14,29,16,22,28,26
1,10003,10172,24,23,28,21,34,18
2,9825,8466,34,23,33,32,15,33
1,10260,10194,33,19,36,21,23,25
2,8455,8586,41,14,46,24,24,31
1,8659,8654,18,28,17,30,23,31
2,10194,9825,21,23,25,34,23,33
2,10172,8191,21,34,18,14,29,16
2,10261,8455,22,28,26,41,14,46
2,8586,9826,24,24,31,20,30,16
1,8456,8668,41,17,43,29,31,21
2,10252,8197,11,22,21,17,31,13
0,8466,10260,32,15,33,33,19,36
0,8650,8472,26,25,28,16,27,20
1,8654,10003,30,23,31,24,23,28
2,8667,8659,18,26,16,18,28,17
0,8650,10252,26,25,28,11,22,21
0,9826,8191,20,30,16,14,29,16
1,8659,8668,18,28,17,29,31,21
0,10194,8197,21,23,25,17,31,13
0,9825,8456,34,23,33,41,17,43
0,8466,10261,32,15,33,22,28,26
0,10260,10172,33,19,36,21,34,18
0,8455,10003,41,14,46,24,23,28
2,8472,8586,16,27,20,24,24,31
2,8667,8654,18,26,16,30,23,31
2,10252,9825,11,22,21,34,23,33
1,8456,8455,41,17,43,41,14,46
0,8668,9826,29,31,21,20,30,16
0,10261,8667,22,28,26,18,26,16
2,8654,8650,30,23,31,26,25,28
2,8197,10260,17,31,13,33,19,36
0,10003,8466,24,23,28,32,15,33
2,10172,10194,21,34,18,21,23,25
2,8191,8472,14,29,16,16,27,20
0,8586,8659,24,24,31,18,28,17
0,8455,10252,41,14,46,11,22,21
1,8659,8191,18,28,17,14,29,16
1,8650,8668,26,25,28,29,31,21
0,9826,8197,20,30,16,17,31,13
1,8667,8456,18,26,16,41,17,43
1,10194,10261,21,23,25,22,28,26
0,8466,10172,32,15,33,21,34,18
1,8472,10003,16,27,20,24,23,28
2,9825,8586,34,23,33,24,24,31
1,10260,8654,33,19,36,30,23,31
2,8197,9825,17,31,13,34,23,33
2,10252,8667,11,22,21,18,26,16
2,8191,10260,14,29,16,33,19,36
1,8654,8466,30,23,31,32,15,33
1,10261,9826,22,28,26,20,30,16
2,8586,8650,24,24,31,26,25,28
2,10003,8659,24,23,28,18,28,17
2,8668,8455,29,31,21,41,14,46
0,8456,10194,41,17,43,21,23,25
0,10172,8472,21,34,18,16,27,20
0,10194,10252,21,23,25,11,22,21
1,8191,8455,14,29,16,41,14,46
0,9825,9826,34,23,33,20,30,16
1,8197,8668,17,31,13,29,31,21
2,10172,8667,21,34,18,18,26,16
2,10261,8456,22,28,26,41,17,43
0,8650,8466,26,25,28,32,15,33
1,8659,8472,18,28,17,16,27,20
2,10260,10003,33,19,36,24,23,28
1,8654,8586,30,23,31,24,24,31
2,8668,9825,29,31,21,34,23,33
0,10003,8191,24,23,28,14,29,16
0,8455,8197,41,14,46,17,31,13
2,8456,8650,41,17,43,26,25,28
2,8472,10260,16,27,20,33,19,36
2,10252,10261,11,22,21,22,28,26
0,8586,10172,24,24,31,21,34,18
2,8667,10194,18,26,16,21,23,25
2,8466,8659,32,15,33,18,28,17
0,9826,8654,20,30,16,30,23,31
2,8659,10252,18,28,17,11,22,21
1,8472,8667,16,27,20,18,26,16
0,9825,10172,34,23,33,21,34,18
2,9826,8466,20,30,16,32,15,33
0,8455,8654,41,14,46,30,23,31
2,8191,8650,14,29,16,26,25,28
2,8197,8456,17,31,13,41,17,43
0,10260,10261,33,19,36,22,28,26
2,8668,10194,29,31,21,21,23,25
2,10003,8586,24,23,28,24,24,31
2,8654,9825,30,23,31,34,23,33
2,8456,8191,41,17,43,14,29,16
1,8466,8455,32,15,33,41,14,46
2,10172,9826,21,34,18,20,30,16
2,10261,8668,22,28,26,29,31,21
1,8667,8197,18,26,16,17,31,13
2,8586,10260,24,24,31,33,19,36
0,10252,8472,11,22,21,16,27,20
0,8650,10003,26,25,28,24,23,28
2,10194,8659,21,23,25,18,28,17
0,10003,10252,24,23,28,11,22,21
0,8455,8667,41,14,46,18,26,16
0,10260,8650,33,19,36,26,25,28
2,8659,8456,18,28,17,41,17,43
0,9825,10261,34,23,33,22,28,26
0,8668,10172,29,31,21,21,34,18
2,8191,8466,14,29,16,32,15,33
0,9826,10194,20,30,16,21,23,25
2,8197,8586,17,31,13,24,24,31
2,8472,8654,16,27,20,30,23,31
2,8650,9825,26,25,28,34,23,33
1,8586,8191,24,24,31,14,29,16
2,10194,8455,21,23,25,41,14,46
2,8456,9826,41,17,43,20,30,16
2,8466,8668,32,15,33,29,31,21
2,8654,8197,30,23,31,17,31,13
2,10252,10260,11,22,21,33,19,36
2,10261,8472,22,28,26,16,27,20
2,8667,10003,18,26,16,24,23,28
0,10172,8659,21,34,18,18,28,17
0,9825,8191,34,23,33,14,29,16
2,10261,8650,22,28,26,26,25,28
2,8456,10260,41,17,43,33,19,36
0,8455,10172,41,14,46,21,34,18
2,8667,8466,18,26,16,32,15,33
0,9826,8472,20,30,16,16,27,20
1,8668,10003,29,31,21,24,23,28
0,10252,8586,11,22,21,24,24,31
0,8197,8659,17,31,13,18,28,17
1,10194,8654,21,23,25,30,23,31
1,8472,9825,16,27,20,34,23,33
1,10172,10252,21,34,18,11,22,21
2,10260,8455,33,19,36,41,14,46
0,8659,9826,18,28,17,20,30,16
2,8191,8668,14,29,16,29,31,21
2,8650,8667,26,25,28,18,26,16
2,10003,8197,24,23,28,17,31,13
2,8654,8456,30,23,31,41,17,43
0,8586,10261,24,24,31,22,28,26
2,8466,10194,32,15,33,21,23,25
1,8455,9825,41,14,46,34,23,33
0,8197,8191,17,31,13,14,29,16
0,8667,9826,18,26,16,20,30,16
2,10260,8668,33,19,36,29,31,21
2,10252,8456,11,22,21,41,17,43
0,10003,10261,24,23,28,22,28,26
1,8654,10172,30,23,31,21,34,18
1,8586,8466,24,24,31,32,15,33
1,8472,10194,16,27,20,21,23,25
1,8650,8659,26,25,28,18,28,17
2,8668,10252,29,31,21,11,22,21
2,9826,8455,20,30,16,41,14,46
0,9825,8667,34,23,33,18,26,16
2,10261,8197,22,28,26,17,31,13
2,10172,8650,21,34,18,26,25,28
0,8659,10260,18,28,17,33,19,36
2,8466,8472,32,15,33,16,27,20
2,10194,10003,21,23,25,24,23,28
0,8456,8586,41,17,43,24,24,31
2,8191,8654,14,29,16,30,23,31
0,10003,9825,24,23,28,34,23,33
2,8654,10252,30,23,31,11,22,21
1,8650,8455,26,25,28,41,14,46
0,10260,9826,33,19,36,20,30,16
0,8472,8668,16,27,20,29,31,21
0,8191,8667,14,29,16,18,26,16
2,8466,8197,32,15,33,17,31,13
2,10172,8456,21,34,18,41,17,43
1,8659,10261,18,28,17,22,28,26
2,8586,10194,24,24,31,21,23,25
1,10194,8191,21,23,25,14,29,16
0,9826,8650,20,30,16,26,25,28
1,9825,10260,34,23,33,33,19,36
2,10261,10172,22,28,26,21,34,18
2,10252,8466,11,22,21,32,15,33
1,8197,8472,17,31,13,16,27,20
0,8456,10003,41,17,43,24,23,28
2,8667,8586,18,26,16,24,24,31
2,8455,8659,41,14,46,18,28,17
0,8668,8654,29,31,21,30,23,31
2,8659,9825,18,28,17,34,23,33
0,8191,10252,14,29,16,11,22,21
2,8472,8455,16,27,20,41,14,46
2,10003,9826,24,23,28,20,30,16
0,8586,8668,24,24,31,29,31,21
1,10260,8667,33,19,36,18,26,16
2,10172,8197,21,34,18,17,31,13
2,8466,8456,32,15,33,41,17,43
2,8654,10261,30,23,31,22,28,26
2,8650,10194,26,25,28,21,23,25
