result,TeamID,TeamID:1,Goals,losses,Points,Goals:1,losses:1,Points:1
0,8472,10261,15,32,14,29,24,33
2,10260,10194,32,22,34,18,29,21
1,8650,8659,44,23,36,22,27,18
2,10003,8654,24,25,21,18,28,15
2,8659,9826,22,27,18,12,28,16
0,8654,10252,18,28,15,18,25,20
2,10261,8455,29,24,33,35,19,40
2,9825,8650,37,18,42,44,23,36
1,9879,10260,19,41,16,32,22,34
1,8456,9850,54,21,41,16,32,19
1,10194,8466,18,29,21,26,20,27
0,8667,8472,22,23,23,15,32,14
2,8344,10003,15,30,18,24,25,21
2,8668,8586,31,18,37,22,24,34
1,10260,9825,32,22,34,37,18,42
1,10252,8344,18,25,20,15,30,18
0,8466,8667,26,20,27,22,23,23
1,10003,10194,24,25,21,18,29,21
1,8455,8659,35,19,40,22,27,18
2,9850,8654,16,32,19,18,28,15
0,9826,8668,12,28,16,31,18,37
0,8650,9879,44,23,36,19,41,16
1,8472,8456,15,32,14,54,21,41
0,8586,10261,22,24,34,29,24,33
2,8472,9825,15,32,14,37,18,42
0,8667,8344,22,23,23,15,30,18
2,8668,8455,31,18,37,35,19,40
0,10260,9826,32,22,34,12,28,16
2,10003,8650,24,25,21,44,23,36
2,10194,8456,18,29,21,54,21,41
2,10252,10261,18,25,20,29,24,33
2,8586,9850,22,24,34,16,32,19
1,9879,8659,19,41,16,22,27,18
2,8466,8654,26,20,27,18,28,15
2,9850,10252,16,32,19,18,25,20
2,8654,8668,18,28,15,31,18,37
0,8455,9879,35,19,40,19,41,16
0,10261,8667,29,24,33,22,23,23
0,8456,10260,54,21,41,32,22,34
0,8650,8466,44,23,36,26,20,27
2,9825,10194,37,18,42,18,29,21
2,8659,8472,22,27,18,15,32,14
1,9826,10003,12,28,16,24,25,21
2,8344,8586,15,30,18,22,24,34
1,10003,9825,24,25,21,37,18,42
2,9879,8344,19,41,16,15,30,18
2,8586,8455,22,24,34,35,19,40
0,8466,9826,26,20,27,12,28,16
2,8472,8650,15,32,14,44,23,36
2,10252,8456,18,25,20,54,21,41
0,8668,10261,31,18,37,29,24,33
1,10194,9850,18,29,21,16,32,19
0,10260,8659,32,22,34,22,27,18
2,8667,8654,22,23,23,18,28,15
0,8659,10003,22,27,18,24,25,21
2,8455,10252,35,19,40,18,25,20
2,8344,8668,15,30,18,31,18,37
2,10261,9879,29,24,33,19,41,16
0,8456,8667,54,21,41,22,23,23
0,8650,10260,44,23,36,32,22,34
2,9850,8466,16,32,19,26,20,27
2,8654,10194,18,28,15,18,29,21
1,9826,8472,12,28,16,15,32,14
0,9825,8586,37,18,42,22,24,34
0,10194,10252,18,29,21,18,25,20
0,8650,8344,44,23,36,15,30,18
2,9825,8455,37,18,42,35,19,40
2,10003,8668,24,25,21,31,18,37
2,8659,8667,22,27,18,22,23,23
2,9879,8456,19,41,16,54,21,41
2,9826,10261,12,28,16,29,24,33
2,8472,9850,15,32,14,16,32,19
2,8466,8586,26,20,27,22,24,34
0,10260,8654,32,22,34,18,28,15
1,8456,9825,54,21,41,37,18,42
2,8455,9826,35,19,40,12,28,16
0,8668,9879,31,18,37,19,41,16
2,8586,8650,22,24,34,44,23,36
2,10252,10260,18,25,20,32,22,34
2,10261,8466,29,24,33,26,20,27
2,8667,10194,22,23,23,18,29,21
0,8654,8472,18,28,15,15,32,14
2,9850,10003,16,32,19,24,25,21
1,8344,8659,15,30,18,22,27,18
0,9879,10252,19,41,16,18,25,20
0,9826,8344,12,28,16,15,30,18
2,10194,8455,18,29,21,35,19,40
2,9825,8668,37,18,42,31,18,37
2,10003,8667,24,25,21,22,23,23
2,8466,8456,26,20,27,54,21,41
0,10260,10261,32,22,34,29,24,33
0,8659,9850,22,27,18,16,32,19
2,8472,8586,15,32,14,22,24,34
0,8650,8654,44,23,36,18,28,15
2,8654,9825,18,28,15,37,18,42
2,10252,9826,18,25,20,12,28,16
2,9850,9879,16,32,19,19,41,16
2,8456,8650,54,21,41,44,23,36
2,8667,10260,22,23,23,32,22,34
0,8344,8466,15,30,18,26,20,27
2,10261,10194,29,24,33,18,29,21
0,8668,8472,31,18,37,15,32,14
0,8455,10003,35,19,40,24,25,21
1,8586,8659,22,24,34,22,27,18
1,8466,10252,26,20,27,18,25,20
1,10194,8344,18,29,21,15,30,18
0,8472,8455,15,32,14,35,19,40
2,10260,8668,32,22,34,31,18,37
0,9825,8667,37,18,42,22,23,23
2,8659,8456,22,27,18,54,21,41
0,10003,10261,24,25,21,29,24,33
0,8650,9850,44,23,36,16,32,19
2,9879,8586,19,41,16,22,24,34
0,9826,8654,12,28,16,18,28,15
2,10261,9825,29,24,33,37,18,42
0,8456,9826,54,21,41,12,28,16
1,8667,9879,22,23,23,19,41,16
0,8455,8650,35,19,40,44,23,36
2,9850,10260,16,32,19,32,22,34
2,8668,8466,31,18,37,26,20,27
0,8586,10194,22,24,34,18,29,21
2,8344,8472,15,30,18,15,32,14
2,10252,10003,18,25,20,24,25,21
2,8654,8659,18,28,15,22,27,18
2,8659,9825,22,27,18,37,18,42
2,8667,10252,22,23,23,18,25,20
1,9850,8455,16,32,19,35,19,40
1,8650,9826,44,23,36,12,28,16
0,8456,8668,54,21,41,31,18,37
0,8472,10260,15,32,14,32,22,34
2,8344,10261,15,30,18,29,24,33
2,9879,10194,19,41,16,18,29,21
0,8466,10003,26,20,27,24,25,21
2,8586,8654,22,24,34,18,28,15
0,8455,8344,35,19,40,15,30,18
1,9826,9879,12,28,16,19,41,16
0,8668,8667,31,18,37,22,23,23
2,10261,8650,29,24,33,44,23,36
2,8654,8456,18,28,15,54,21,41
0,9825,9850,37,18,42,16,32,19
1,10260,8466,32,22,34,26,20,27
0,10003,8472,24,25,21,15,32,14
2,10252,8586,18,25,20,22,24,34
0,10194,8659,18,29,21,22,27,18
