result,TeamID,TeamID:1,Goals,losses,Points,Goals:1,losses:1,Points:1
0,8197,10003,37,25,39,16,24,19
2,9850,9817,22,32,20,24,20,29
1,8586,8659,33,15,35,18,24,23
0,9825,10252,33,18,39,15,34,8
2,10260,8678,22,16,30,22,34,20
2,8466,9826,26,23,24,23,16,31
2,8455,8197,23,29,20,37,25,39
1,8659,8650,18,24,23,22,22,30
2,10003,8456,16,24,19,37,20,36
1,8668,9850,35,28,26,22,32,20
0,9817,8472,24,20,29,19,38,12
0,10261,8586,19,34,17,33,15,35
1,10194,8654,20,19,29,28,23,29
2,8456,9825,37,20,36,33,18,39
2,8472,8455,19,38,12,23,29,20
0,8197,8668,37,25,39,35,28,26
0,9850,10260,22,32,20,22,16,30
1,10252,10261,15,34,8,19,34,17
0,8586,8466,33,15,35,26,23,24
0,9826,10194,23,16,31,20,19,29
1,8654,10003,28,23,29,16,24,19
2,8650,9817,22,22,30,24,20,29
0,8678,8659,22,34,20,18,24,23
1,8654,10252,28,23,29,15,34,8
1,9826,8678,23,16,31,22,34,20
1,9817,8455,24,20,29,23,29,20
2,8197,8650,37,25,39,22,22,30
2,8472,8456,19,38,12,37,20,36
0,8668,10261,35,28,26,19,34,17
2,9825,8466,33,18,39,26,23,24
2,10260,10194,22,16,30,20,19,29
2,8659,10003,18,24,23,16,24,19
2,9850,8586,22,32,20,33,15,35
2,8678,9825,22,34,20,33,18,39
1,10003,9826,16,24,19,23,16,31
0,10194,8668,20,19,29,35,28,26
1,8456,8197,37,20,36,37,25,39
1,8455,10260,23,29,20,22,16,30
2,10252,9850,15,34,8,22,32,20
0,8650,8472,22,22,30,19,38,12
0,8586,9817,33,15,35,24,20,29
2,10261,8659,19,34,17,18,24,23
2,8466,8654,26,23,24,28,23,29
2,10261,9825,19,34,17,33,18,39
0,8455,9826,23,29,20,23,16,31
1,8586,8668,33,15,35,35,28,26
1,8678,8197,22,34,20,37,25,39
2,10003,10260,16,24,19,22,16,30
2,8466,9850,26,23,24,22,32,20
2,10252,8472,15,34,8,19,38,12
0,8456,9817,37,20,36,24,20,29
2,10194,8659,20,19,29,18,24,23
2,8650,8654,22,22,30,28,23,29
2,9826,10252,23,16,31,15,34,8
0,8654,8678,28,23,29,22,34,20
0,8472,10003,19,38,12,16,24,19
1,9825,8650,33,18,39,22,22,30
1,8659,8455,18,24,23,23,29,20
1,8668,8456,35,28,26,37,20,36
1,10260,10261,22,16,30,19,34,17
2,9817,8466,24,20,29,26,23,24
2,9850,10194,22,32,20,20,19,29
0,8197,8586,37,25,39,33,15,35
1,8197,10252,37,25,39,15,34,8
2,9850,8678,22,32,20,22,34,20
1,8668,8455,35,28,26,23,29,20
0,10260,8650,22,16,30,22,22,30
2,9826,8456,23,16,31,37,20,36
2,8654,10261,28,23,29,19,34,17
2,8659,8466,18,24,23,26,23,24
1,9825,10194,33,18,39,20,19,29
2,9817,10003,24,20,29,16,24,19
2,8472,8586,19,38,12,33,15,35
0,8455,9825,23,29,20,33,18,39
0,8586,9826,33,15,35,23,16,31
0,10003,8668,16,24,19,35,28,26
2,10194,8197,20,19,29,37,25,39
0,8466,10260,26,23,24,22,16,30
0,8650,9850,22,22,30,22,32,20
1,8678,8472,22,34,20,19,38,12
2,10261,9817,19,34,17,24,20,29
1,10252,8659,15,34,8,18,24,23
1,8456,8654,37,20,36,28,23,29
1,8466,9825,26,23,24,33,18,39
2,8650,8197,22,22,30,37,25,39
0,8586,9850,33,15,35,22,32,20
0,8456,8472,37,20,36,19,38,12
1,8455,9817,23,29,20,24,20,29
2,10252,8654,15,34,8,28,23,29
0,8678,9826,22,34,20,23,16,31
2,10194,10260,20,19,29,22,16,30
1,10003,8659,16,24,19,18,24,23
2,10261,8668,19,34,17,35,28,26
2,9850,10252,22,32,20,15,34,8
0,9825,8678,33,18,39,22,34,20
1,10260,8455,22,16,30,23,29,20
1,8472,8650,19,38,12,22,22,30
0,8197,8456,37,25,39,37,20,36
2,8659,10261,18,24,23,19,34,17
2,8654,8466,28,23,29,26,23,24
0,8668,10194,35,28,26,20,19,29
1,9826,10003,23,16,31,16,24,19
2,9817,8586,24,20,29,33,15,35
2,8197,9825,37,25,39,33,18,39
0,8650,10252,22,22,30,15,34,8
0,10194,8678,20,19,29,22,34,20
2,10261,8455,19,34,17,23,29,20
0,9817,9826,24,20,29,23,16,31
0,8659,8668,18,24,23,35,28,26
0,8586,8456,33,15,35,37,20,36
1,8654,9850,28,23,29,22,32,20
2,10260,8472,22,16,30,19,38,12
0,8466,10003,26,23,24,16,24,19
2,9850,8197,22,32,20,37,25,39
2,8668,8650,35,28,26,22,22,30
2,9825,10260,33,18,39,22,16,30
1,8456,10261,37,20,36,19,34,17
0,8455,8466,23,29,20,26,23,24
2,10252,10194,15,34,8,20,19,29
2,10003,8586,16,24,19,33,15,35
1,8678,9817,22,34,20,24,20,29
2,9826,8659,23,16,31,18,24,23
2,8472,8654,19,38,12,28,23,29
0,10003,9825,16,24,19,33,18,39
0,8668,10252,35,28,26,15,34,8
2,8466,8678,26,23,24,22,34,20
1,8659,8197,18,24,23,37,25,39
0,8455,9850,23,29,20,22,32,20
1,9826,8472,23,16,31,19,38,12
2,8586,8654,33,15,35,28,23,29
2,8456,8650,37,20,36,22,22,30
2,9817,10260,24,20,29,22,16,30
2,10261,10194,19,34,17,20,19,29
1,10194,8455,20,19,29,23,29,20
0,8650,9826,22,22,30,23,16,31
0,8654,8668,28,23,29,35,28,26
2,10252,8456,15,34,8,37,20,36
0,8678,10261,22,34,20,19,34,17
1,8472,8466,19,38,12,26,23,24
2,9850,10003,22,32,20,16,24,19
1,9825,8586,33,18,39,33,15,35
0,8197,9817,37,25,39,24,20,29
2,10260,8659,22,16,30,18,24,23
2,8659,9825,18,24,23,33,18,39
0,8586,10252,33,15,35,15,34,8
2,10003,8678,16,24,19,22,34,20
2,10261,8197,19,34,17,37,25,39
1,8455,8650,23,29,20,22,22,30
2,9826,10260,23,16,31,22,16,30
1,8456,9850,37,20,36,22,32,20
0,8466,10194,26,23,24,20,19,29
2,8668,8472,35,28,26,19,38,12
2,9817,8654,24,20,29,28,23,29
1,8654,8455,28,23,29,23,29,20
0,8197,9826,37,25,39,23,16,31
0,9825,8668,33,18,39,35,28,26
0,10260,8456,22,16,30,37,20,36
1,8472,10261,19,38,12,19,34,17
2,8650,8466,22,22,30,26,23,24
2,10252,10003,15,34,8,16,24,19
2,8678,8586,22,34,20,33,15,35
0,10194,9817,20,19,29,24,20,29
0,9850,8659,22,32,20,18,24,23
2,9817,9825,24,20,29,33,18,39
0,8455,10252,23,29,20,15,34,8
0,8456,8678,37,20,36,22,34,20
2,8466,8197,26,23,24,37,25,39
1,8586,8650,33,15,35,22,22,30
2,8668,10260,35,28,26,22,16,30
2,10261,9850,19,34,17,22,32,20
1,10003,10194,16,24,19,20,19,29
1,8659,8472,18,24,23,19,38,12
1,9826,8654,23,16,31,28,23,29
0,8678,10252,22,34,20,15,34,8
2,9850,9826,22,32,20,23,16,31
2,10194,8650,20,19,29,22,22,30
2,8659,8456,18,24,23,37,20,36
2,10261,8466,19,34,17,26,23,24
0,8197,8472,37,25,39,19,38,12
2,8455,10003,23,29,20,16,24,19
2,10260,8586,22,16,30,33,15,35
1,8668,9817,35,28,26,24,20,29
1,9825,8654,33,18,39,28,23,29
1,9826,9825,23,16,31,33,18,39
0,8650,8678,22,22,30,22,34,20
0,8456,8455,37,20,36,23,29,20
1,8466,8668,26,23,24,35,28,26
1,8654,8197,28,23,29,37,25,39
2,10252,10260,15,34,8,22,16,30
2,10003,10261,16,24,19,19,34,17
0,8472,9850,19,38,12,22,32,20
0,8586,10194,33,15,35,20,19,29
0,9817,8659,24,20,29,18,24,23
0,8466,10252,26,23,24,15,34,8
0,8455,8678,23,29,20,22,34,20
1,8668,9826,35,28,26,23,16,31
2,10003,8197,16,24,19,37,25,39
1,10261,8650,19,34,17,22,22,30
2,10194,8456,20,19,29,37,20,36
2,9817,9850,24,20,29,22,32,20
1,9825,8472,33,18,39,19,38,12
1,8659,8586,18,24,23,33,15,35
2,10260,8654,22,16,30,28,23,29
2,9850,9825,22,32,20,33,18,39
1,8586,8455,33,15,35,23,29,20
2,8678,8668,22,34,20,35,28,26
1,8197,10260,37,25,39,22,16,30
2,9826,10261,23,16,31,19,34,17
2,8456,8466,37,20,36,26,23,24
1,8472,10194,19,38,12,20,19,29
2,8650,10003,22,22,30,16,24,19
2,10252,9817,15,34,8,24,20,29
0,8654,8659,28,23,29,18,24,23
1,10261,10252,19,34,17,15,34,8
1,8659,8678,18,24,23,22,34,20
2,10194,9826,20,19,29,23,16,31
2,8668,8197,35,28,26,37,25,39
2,9817,8650,24,20,29,22,22,30
1,9825,8456,33,18,39,37,20,36
0,10260,9850,22,16,30,22,32,20
2,8455,8472,23,29,20,19,38,12
0,8466,8586,26,23,24,33,15,35
0,10003,8654,16,24,19,28,23,29
2,10252,9825,15,34,8,33,18,39
1,8197,8455,37,25,39,23,29,20
2,9850,8668,22,32,20,35,28,26
2,8678,10260,22,34,20,22,16,30
2,8586,10261,33,15,35,19,34,17
2,9826,8466,23,16,31,26,23,24
2,8654,10194,28,23,29,20,19,29
1,8456,10003,37,20,36,16,24,19
1,8472,9817,19,38,12,24,20,29
1,8650,8659,22,22,30,18,24,23
